AC093375.1
LOC654841
LOC727924
LOC728040
LOC728084
LOC728175
LOC728228
LOC728323
LOC728463
LOC728637
LOC728730
LOC728819
LOC729041
LOC729159
LOC729506
LOC729739
LOC729911
LOC729950
LOC729987
LOC730102
LOC730159
LOC731424
LOC80154
LOC81691
LOC90784
LOC90834
LOC93432
MGC16142
MGC27345
MGC39584
MGC45800
MGC45922
MGC57346
MGC72080
MIR3653
MIR3656
MIR3687
MIR4417
MIR4461
MIR4532
MIR4792
MIR5095
MIR6723
MIR7641-2
OCLM
PP14571
PRAMEF16
PRR21
PRR34
RP11-87M18.2
SMCR9
SPHAR
TBC1D29
TMEM105
TMEM8A
ZNF664-FAM101A
ADC
C10orf2
GIF
C11orf48
MARS
EFTUD1
HN1L
HN1
STRA13
MUM1
TRAPPC2P1
C2orf47
CSRP2BP
QARS
NAT6
AGPAT9
SMA4
AIM1
GARS
NOV

