A	B
1553048_a_at	-0.82271630213643	-2.49056841310729
1553055_a_at	-1.13136845180754	0
1553088_a_at	-0.26863271012394	0.427906924131043
1553096_s_at	0.310416918365044	2.3768718976425
1553099_at	0.00769439967838004	-0.0255700283282785
1553101_a_at	-1.50981012614475	-0.693658782295195
1553102_a_at	0.0145318619618617	-0.272522112873265
1553103_at	0.237984442614032	0.111930511993258
1553105_s_at	-1.69794915817459	0
1553106_at	0.547654884487245	-0.417688307897436
1553107_s_at	-1.73699257078548	-4.27677574655369
1553108_at	0.787004015404002	0.503863380018919
1553111_a_at	0.44697626703603	0.731822952733779
1553112_s_at	0.210794077176338	-0.143275323066987
1553113_s_at	2.00803404553528	1.31985869660571
1553117_a_at	-0.588357658274418	-0.0515674830239456
1553118_at	-0.542045856944579	-0.687357315123172
1553120_at	-1.16631616895954	0
1553122_s_at	-0.721101928143435	2.00682518318878
1553126_a_at	0	0.70695084277448
1553129_at	0	2.99501029331213
1553132_a_at	4.80443919421099	3.65091325223229
1553133_at	0.391091601025889	0.13687459794547
1553134_s_at	0	0.996090383063046
1553137_s_at	-0.228186536773733	-0.657177984984778
1553138_a_at	-0.326227347506774	0
1553139_s_at	-7.83661219736974	-7.63138571163169
1553140_at	0	-0.207742946353497
1553141_at	0	-0.157648244927537
1553142_at	0	0.932742560658745
1553145_at	0.545028769222101	0.411017211846325
1553147_at	0	-0.263996034406987
1553148_a_at	-0.910094502738852	-0.283404550073779
1553150_at	0.0564581337883006	2.38144199384622
1553151_at	0.119286355540404	0
1553153_at	0.532026136247752	4.85763327312887
1553155_x_at	2.37268913064744	4.18982589265104
1553157_at	-3.98727286379909	0
1553158_at	0.371990838413818	0.151625754587544
1553162_x_at	-0.0529841916193483	-0.14165131733857
1553165_at	-0.324088696532201	3.42954446329578
1553167_a_at	0.051380237810851	0.127957338470645
1553172_at	0.628334427853977	0.968092320614894
1553175_s_at	-4.13621039914362	0
1553177_at	0	2.29310835932422
1553178_a_at	0	0
1553181_at	6.06243057163478	2.66684081712352
1553185_at	-3.74901657319188	-4.95791247654261
1553186_x_at	-2.55956878041042	-3.74701991511578
1553191_at	-1.77091615716542	0
1553192_at	5.3055056861109	0.483988862761077
1553193_at	5.9214054729089	4.45105490647893
1553194_at	0	-0.558541735156998
1553202_at	0	0.569327233930601
1553204_at	1.9973310940897	-4.33577719193119
1553205_at	-4.77338805292898	-4.4690817028093
1553208_s_at	3.74245766775914	-1.84339727685404
1553209_at	-6.55104235377116	-2.19978203433554
1553214_a_at	0	0
1553216_at	-0.343159522794227	0.014801414131143
1553217_s_at	0.270395582566371	0.367009429705258
1553218_a_at	0.115333108515728	0.0193679207060331
1553219_a_at	-8.09369643768246	0
1553220_at	0.781801098662557	0.665472677567786
1553221_at	4.79083834132982	-0.143707049487958
1553224_at	-1.92321900868213	0
1553225_s_at	-0.585436002180022	-0.332980096336704
1553226_at	0.577010471742808	0
1553227_s_at	0.306297802877642	0.21143431743276
1553228_at	0	4.39183548722244
1553234_at	0	-8.01759027224065
1553243_at	0	3.0262816757043
1553244_at	2.76433674968196	0
1553247_a_at	6.8591551182013	4.70932889874871
1553248_at	-6.853103744257	-1.93249024290333
1553252_a_at	-4.35079003084534	-8.49151569232927
1553254_at	0	0.76690987568554
1553264_a_at	0	-1.44435345740734
1553268_at	0	-0.168125047241442
1553269_at	1.29772498280534	0.99300795097099
1553271_at	7.06286433892066	1.48867526275587
1553274_a_at	-0.58212060540337	-0.66770890858553
1553275_s_at	0.694467381251473	0.115670242565741
1553280_at	-0.0505831795007889	0
1553284_s_at	-3.90220149182444	-5.31608797954927
1553286_at	-0.00878833510109711	-0.178320247394504
1553288_a_at	0	0.232788832830466
1553292_s_at	0.891566908745579	0.497564060791237
1553293_at	-0.618444944394373	0
1553299_at	1.29312571610582	0
1553300_a_at	3.58921244217399	-0.232117536871546
1553301_a_at	2.11979192775496	0
1553313_s_at	-0.255176575612024	-6.75026389602068
1553315_at	0.922345293871959	3.5328997717038
1553321_a_at	3.44448497159586	5.60101206030494
1553322_s_at	-0.87716653137965	1.85254964744952
1553323_a_at	2.28248130630956	-0.734513733326663
1553338_at	-0.724818796117225	-4.52899196246493
1553346_a_at	-7.63346312891319	-7.704241843835
1553347_s_at	0	-7.90641422384805
1553348_a_at	-0.843540551092417	0
1553349_at	-1.67114441745562	-0.50701966556764
1553351_at	0	-4.06880383771089
1553354_a_at	2.43452902085555	6.89559471046996
1553357_at	3.64767139333758	0.705868416404464
1553371_at	0	5.97303984034114
1553386_at	0	0
1553387_at	1.77009035880535	0
1553394_a_at	0	-7.0733107101756
1553395_a_at	0	1.99257554403977
1553399_a_at	-0.201606171833705	-0.442008028756454
1553400_a_at	0.445074395057621	0.100289713236533
1553402_a_at	-2.60329426804922	0
1553405_a_at	0	-7.18714792009711
1553407_at	0.781284818611058	-0.104705899302162
1553411_s_at	-2.29395042095835	-0.266188449436041
1553417_at	3.58322386479512	5.87879257461999
1553420_at	0	2.77029839373773
1553422_s_at	0	-0.412369238150928
1553428_at	0	-0.313051615736363
1553436_at	8.12684660532878	0
1553440_at	0	4.5501017577059
1553442_a_at	0	-0.847793623564661
1553453_at	0	6.24249978479064
1553459_at	-0.0691900065034678	0
1553466_at	0	1.89804101796186
1553470_at	-1.9527098224176	0
1553479_at	-2.65575003251063	-2.19295177432067
1553493_a_at	0	6.5556895444177
1553494_at	6.01253330427673	1.53265850524832
1553500_at	0.285143719210708	0
1553502_a_at	0	-6.85795992516866
1553507_a_at	0	4.95067038484102
1553510_s_at	-0.384377369570682	0.102287823928458
1553528_a_at	0.361853512206187	0.227982216110545
1553530_a_at	-0.155873998546342	-0.0391320427991744
1553533_at	5.96823260865477	-0.544329671590389
1553535_a_at	-10.430227667681	-2.22728270047696
1553536_at	0	-2.29935208287088
1553538_s_at	-1.30466861887278	-1.14095637924507
1553542_at	-1.39866979557872	0
1553547_at	0	1.74585420859278
1553551_s_at	-0.966544337324894	-1.28485055582883
1553561_at	0	1.63891423492261
1553565_s_at	0	-7.97885013679262
1553567_s_at	-1.157664577678	-1.23794458526353
1553569_at	-1.11984850917742	-1.19943659386651
1553570_x_at	-1.1503872983299	-1.16679290777566
1553575_at	-1.14184316185303	-1.03419250984803
1553581_s_at	0.44399713607897	0.318084699313937
1553583_a_at	0	-2.47893673486291
1553587_a_at	0.181166107374805	0.351713225441333
1553588_at	-0.828239761620267	-1.05589652921939
1553594_a_at	1.12320793664006	8.03737791110504
1553599_a_at	0	5.81164688911224
1553601_a_at	0	-0.0121040892767867
1553602_at	0.32254945627315	0
1553603_s_at	0.167734377737069	0.167542455830892
1553608_a_at	6.33640520363668	0
1553611_s_at	-0.208439912813902	-0.141780011376439
1553612_at	2.7740412804365	-0.114359163770299
1553613_s_at	-2.73561255840604	-2.89183803848725
1553614_a_at	4.60828186365921	0
1553635_s_at	0	2.90900943426485
1553637_s_at	4.2063532501619	0
1553644_at	0	2.09389623299261
